"placeLabel","toponyms","typeLabel","geometry","cornuData"
"هراة","هراة","capitals","POINT (62.15235 34.33419)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Harāŧ', 'cornu_URI': 'HARA_621E343N_S', 'toponym_arabic': 'هراة', 'top_type_orig': 'capitale', 'toponym_buckwalter': 'Hara', 'toponym_arabic_other': 'هراة', 'toponym_translit': 'Harāŧ', 'coord_lat': '34.33419', 'toponym_search': 'Hara', 'region_code': 'Khurasan', 'coord_lon': '62.15235', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'capitals'}"
"بلخ","بلخ","regions","POINT (66.88305 36.78497)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Balḫ', 'cornu_URI': 'BALKH_668E367N_R', 'toponym_arabic': 'بلخ', 'top_type_orig': 'circon', 'toponym_buckwalter': 'Balkh', 'toponym_arabic_other': 'بلخ', 'toponym_translit': 'Balḫ', 'coord_lat': '36.78497', 'toponym_search': 'Balkh', 'region_code': 'Khurasan', 'coord_lon': '66.88305', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'regions'}"
"الخيم","الخيم، خيم ام معبد، قديد","villages","POINT (39.56795 22.38571)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ḫaym, Ḫaym Umm Maʿbad, Qudayd', 'cornu_URI': 'KHAYM_395E223N_S', 'toponym_arabic': 'الخيم', 'top_type_orig': 'localite', 'toponym_buckwalter': 'al-Khaym, Khaym Umm Mabad, Qudayd', 'toponym_arabic_other': 'الخيم، خيم أم معبد، قديد', 'toponym_translit': 'al-Ḫaym', 'coord_lat': '22.38571', 'toponym_search': 'al-Khaym, Khaym Umm Mabad, Qudayd', 'region_code': 'Jazirat al-Arab', 'coord_lon': '39.56795', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'villages'}"
"الحردة","الحردة","towns","POINT (42.73173 15.22479)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ḥirdaŧ', 'cornu_URI': 'HIRDA_427E152N_S', 'toponym_arabic': 'الحردة', 'top_type_orig': 'cite', 'toponym_buckwalter': 'al-Hirda', 'toponym_arabic_other': 'الحردة', 'toponym_translit': 'al-Ḥirdaŧ', 'coord_lat': '15.22479', 'toponym_search': 'al-Hirda', 'region_code': 'Yemen', 'coord_lon': '42.73173', 'region_spelled': 'al-Yaman', 'top_type_hom': 'towns'}"
"الدمغان","الدمغان","capitals","POINT (54.37503 36.13093)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Damġān', 'cornu_URI': 'DAMGHAN_543E361N_S', 'toponym_arabic': 'الدمغان', 'top_type_orig': 'capitale', 'toponym_buckwalter': 'al-Damghan', 'toponym_arabic_other': 'الدمغان', 'toponym_translit': 'al-Damġān', 'coord_lat': '36.13093', 'toponym_search': 'al-Damghan', 'region_code': 'Daylam', 'coord_lon': '54.37503', 'region_spelled': 'al-Daylam', 'top_type_hom': 'capitals'}"
"قليب العمال","قليب العمال","villages","POINT (30.82245 30.86818)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Qulayb al-`Ummāl', 'cornu_URI': 'QULAYBUMMAL_308E308N_S', 'toponym_arabic': 'قليب العمال', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Qulayb al-Ummal', 'toponym_arabic_other': 'قليب العمال', 'toponym_translit': 'Qulayb al-`Ummāl', 'coord_lat': '30.86818', 'toponym_search': 'Qulayb al-Ummal', 'region_code': 'Egypt', 'coord_lon': '30.82245', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'villages'}"
"الرشت","الرشت","regions","POINT (70.3873 39.19555)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Rašt', 'cornu_URI': 'RASHT_703E391N_R', 'toponym_arabic': 'الرشت', 'top_type_orig': 'district', 'toponym_buckwalter': 'al-Rasht', 'toponym_arabic_other': 'الرشت', 'toponym_translit': 'al-Rašt', 'coord_lat': '39.19555', 'toponym_search': 'al-Rasht', 'region_code': 'Transoxiana', 'coord_lon': '70.38730', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'regions'}"
"زرمان","زرمان","villages","POINT (66.63169000000001 39.7739)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Zarmān', 'cornu_URI': 'ZARMAN_666E397N_S', 'toponym_arabic': 'زرمان', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Zarman', 'toponym_arabic_other': 'زرمان', 'toponym_translit': 'Zarmān', 'coord_lat': '39.77390', 'toponym_search': 'Zarman', 'region_code': 'Transoxiana', 'coord_lon': '66.63169', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'villages'}"
"بغنين","بغنين","towns","POINT (65.00452 32.71541)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Baġnīn', 'cornu_URI': 'BAGHNIN_650E327N_S', 'toponym_arabic': 'بغنين', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Baghnin', 'toponym_arabic_other': 'بغنين', 'toponym_translit': 'Baġnīn', 'coord_lat': '32.71541', 'toponym_search': 'Baghnin', 'region_code': 'Sijistan', 'coord_lon': '65.00452', 'region_spelled': 'Sijistān (Sīstān)', 'top_type_hom': 'towns'}"
"البتم","البتم","towns","POINT (68.49336 38.95345)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Buttam', 'cornu_URI': 'BUTTAM_684E389N_S', 'toponym_arabic': 'البتم', 'top_type_orig': 'montagnes/canton', 'toponym_buckwalter': 'al-Buttam', 'toponym_arabic_other': 'البتم', 'toponym_translit': 'al-Buttam', 'coord_lat': '38.95345', 'toponym_search': 'al-Buttam', 'region_code': 'Transoxiana', 'coord_lon': '68.49336', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"قرن","قرن، قرن المنازل","towns","POINT (40.21296 21.46576)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Qarn, Qarn al-Manāzil', 'cornu_URI': 'QARN_402E214N_S', 'toponym_arabic': 'قرن', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Qarn, Qarn al-Manazil', 'toponym_arabic_other': 'قرن، قرن المنازل', 'toponym_translit': 'Qarn', 'coord_lat': '21.46576', 'toponym_search': 'Qarn, Qarn al-Manazil', 'region_code': 'Jazirat al-Arab', 'coord_lon': '40.21296', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'towns'}"
"خان روشن","خان روشن، خان اويس، خوارش","waystations","POINT (52.02871 31.25559)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḫān Rūšan, Ḫān Awīs, Ḫuwāriš', 'cornu_URI': 'KHANRUSHAN_520E312N_S', 'toponym_arabic': 'خان روشن', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Khan Rushan, Khan Awis, Khuwarish', 'toponym_arabic_other': 'خان روشن، خان أويس، خوارش', 'toponym_translit': 'Ḫān Rūšan', 'coord_lat': '31.25559', 'toponym_search': 'Khan Rushan, Khan Awis, Khuwarish', 'region_code': 'Faris', 'coord_lon': '52.02871', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'waystations'}"
"هجر وبدر","هجر وبدر","regions","POINT (44.56313 13.90626)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Huǧr wa-Badr', 'cornu_URI': 'HUJRWA-BADR_445E139N_R', 'toponym_arabic': 'هجر وبدر', 'top_type_orig': 'region', 'toponym_buckwalter': 'Hujr wa-Badr', 'toponym_arabic_other': 'هجر وبدر', 'toponym_translit': 'Huǧr wa-Badr', 'coord_lat': '13.90626', 'toponym_search': 'Hujr wa-Badr', 'region_code': 'Yemen', 'coord_lon': '44.56313', 'region_spelled': 'al-Yaman', 'top_type_hom': 'regions'}"
"اطربية","اطربية","regions","POINT (31.74628 30.70963)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Aṭrabiyyaŧ', 'cornu_URI': 'ATRABIYYA_317E307N_R', 'toponym_arabic': 'أطربية', 'top_type_orig': 'region', 'toponym_buckwalter': 'Atrabiyya', 'toponym_arabic_other': 'أطربية', 'toponym_translit': 'Aṭrabiyyaŧ', 'coord_lat': '30.70963', 'toponym_search': 'Atrabiyya', 'region_code': 'Egypt', 'coord_lon': '31.74628', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'regions'}"
"تبسا","تبسا","towns","POINT (8.13227 35.37489)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Tabassā', 'cornu_URI': 'TABASSA_081E353N_S', 'toponym_arabic': 'تبسا', 'top_type_orig': 'canton', 'toponym_buckwalter': 'Tabassa', 'toponym_arabic_other': 'تبسا', 'toponym_translit': 'Tabassā', 'coord_lat': '35.37489', 'toponym_search': 'Tabassa', 'region_code': 'Maghrib', 'coord_lon': '8.13227', 'region_spelled': 'al-Maġrib', 'top_type_hom': 'towns'}"
"الجايزن","الجايزن","regions","POINT (49.83759 30.88498)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ǧāyzan', 'cornu_URI': 'JAYZAN_498E308N_R', 'toponym_arabic': 'الجايزن', 'top_type_orig': 'kura', 'toponym_buckwalter': 'al-Jayzan', 'toponym_arabic_other': 'الجايزن', 'toponym_translit': 'al-Ǧāyzan', 'coord_lat': '30.88498', 'toponym_search': 'al-Jayzan', 'region_code': 'Khuzistan', 'coord_lon': '49.83759', 'region_spelled': 'Ḫūzistān (al-Ahwāz)', 'top_type_hom': 'regions'}"
"خليج امير المؤمنين","خليج امير المؤمنين","waters","POINT (31.79922 30.57863)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḫalīǧ Amīr al-Muʾminīn', 'cornu_URI': 'KHALIJAMIRMUMININ_317E305N_W', 'toponym_arabic': 'خليج أمير المؤمنين', 'top_type_orig': 'canal', 'toponym_buckwalter': 'Khalij Amir al-Muminin', 'toponym_arabic_other': 'خليج أمير المؤمنين', 'toponym_translit': 'Ḫalīǧ Amīr al-Muʾminīn', 'coord_lat': '30.57863', 'toponym_search': 'Khalij Amir al-Muminin', 'region_code': 'Egypt', 'coord_lon': '31.79922', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'waters'}"
"بنجهير","بنجهير، بنجر","towns","POINT (69.81804 35.51814)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Banǧahīr, Banǧar', 'cornu_URI': 'BANJAHIR_698E355N_S', 'toponym_arabic': 'بنجهير', 'top_type_orig': 'canton', 'toponym_buckwalter': 'Banjahir, Banjar', 'toponym_arabic_other': 'بنجهير، بنجر', 'toponym_translit': 'Banǧahīr', 'coord_lat': '35.51814', 'toponym_search': 'Banjahir, Banjar', 'region_code': 'Khurasan', 'coord_lon': '69.81804', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'towns'}"
"قلعة رباح","قلعة رباح، قلعة رباط","towns","POINT (-3.78324 38.80312)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Qalʿaŧ Rabāḥ, Qalʿaŧ Ribāṭ', 'cornu_URI': 'QALARABAH_037W388N_S', 'toponym_arabic': 'قلعة رباح', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Qala Rabah, Qala Ribat', 'toponym_arabic_other': 'قلعة رباح، قلعة رباط', 'toponym_translit': 'Qalʿaŧ Rabāḥ', 'coord_lat': '38.80312', 'toponym_search': 'Qala Rabah, Qala Ribat', 'region_code': 'Andalus', 'coord_lon': '-3.78324', 'region_spelled': 'al-Andalus (Spain)', 'top_type_hom': 'towns'}"
"السرات","السرات","villages","POINT (47.57698 37.91236)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Sarāt', 'cornu_URI': 'SARAT_475E379N_S', 'toponym_arabic': 'السرات', 'top_type_orig': 'localite', 'toponym_buckwalter': 'al-Sarat', 'toponym_arabic_other': 'السرات', 'toponym_translit': 'al-Sarāt', 'coord_lat': '37.91236', 'toponym_search': 'al-Sarat', 'region_code': 'Rihab', 'coord_lon': '47.57698', 'region_spelled': 'al-Riḥāb (Caucasus)', 'top_type_hom': 'villages'}"
"شرعب","شرعب","regions","POINT (43.95691 13.61931)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Šarʿab', 'cornu_URI': 'SHARAB_439E136N_R', 'toponym_arabic': 'شرعب', 'top_type_orig': 'region', 'toponym_buckwalter': 'Sharab', 'toponym_arabic_other': 'شرعب', 'toponym_translit': 'Šarʿab', 'coord_lat': '13.61931', 'toponym_search': 'Sharab', 'region_code': 'Yemen', 'coord_lon': '43.95691', 'region_spelled': 'al-Yaman', 'top_type_hom': 'regions'}"
"سهرورد","سهرورد","towns","POINT (48.63061 36.45828)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Suhraward', 'cornu_URI': 'SUHRAWARD_486E364N_S', 'toponym_arabic': 'سهرورد', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Suhraward', 'toponym_arabic_other': 'سهرورد', 'toponym_translit': 'Suhraward', 'coord_lat': '36.45828', 'toponym_search': 'Suhraward', 'region_code': 'Jibal', 'coord_lon': '48.63061', 'region_spelled': 'al-Jibāl', 'top_type_hom': 'towns'}"
"وزارمند","وزارمند، اوزارمند","towns","POINT (59.74298 41.86361)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Wazārmand, Ūzārmand', 'cornu_URI': 'WAZARMAND_597E418N_S', 'toponym_arabic': 'وزارمند', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Wazarmand, Uzarmand', 'toponym_arabic_other': 'وزارمند، أوزارمند', 'toponym_translit': 'Wazārmand', 'coord_lat': '41.86361', 'toponym_search': 'Wazarmand, Uzarmand', 'region_code': 'Transoxiana', 'coord_lon': '59.74298', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"الثجة","الثجة","capitals","POINT (44.17683 13.97911)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ṯuǧǧaŧ', 'cornu_URI': 'THUJJA_441E139N_S', 'toponym_arabic': 'الثجة', 'top_type_orig': 'cheflieu', 'toponym_buckwalter': 'al-Thujja', 'toponym_arabic_other': 'الثجة', 'toponym_translit': 'al-Ṯuǧǧaŧ', 'coord_lat': '13.97911', 'toponym_search': 'al-Thujja', 'region_code': 'Yemen', 'coord_lon': '44.17683', 'region_spelled': 'al-Yaman', 'top_type_hom': 'capitals'}"
"النوقان","النوقان، المشهد","towns","POINT (59.59168 36.20578)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Nūqān, al-Mašhad', 'cornu_URI': 'NUQAN_595E362N_S', 'toponym_arabic': 'النوقان', 'top_type_orig': 'cite', 'toponym_buckwalter': 'al-Nuqan, al-Mashhad', 'toponym_arabic_other': 'النوقان، المشهد', 'toponym_translit': 'al-Nūqān', 'coord_lat': '36.20578', 'toponym_search': 'al-Nuqan, al-Mashhad', 'region_code': 'Khurasan', 'coord_lon': '59.59168', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'towns'}"
"ملحان","ملحان","regions","POINT (43.40292 15.3749)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Milḥān', 'cornu_URI': 'MILHAN_434E153N_R', 'toponym_arabic': 'ملحان', 'top_type_orig': 'region', 'toponym_buckwalter': 'Milhan', 'toponym_arabic_other': 'ملحان', 'toponym_translit': 'Milḥān', 'coord_lat': '15.37490', 'toponym_search': 'Milhan', 'region_code': 'Yemen', 'coord_lon': '43.40292', 'region_spelled': 'al-Yaman', 'top_type_hom': 'regions'}"
"هو","هو","towns","POINT (32.29854 26.02153)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Hū', 'cornu_URI': 'HU_322E260N_S', 'toponym_arabic': 'هو', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Hu', 'toponym_arabic_other': 'هو', 'toponym_translit': 'Hū', 'coord_lat': '26.02153', 'toponym_search': 'Hu', 'region_code': 'Egypt', 'coord_lon': '32.29854', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'towns'}"
"رستجرد","رستجرد، الدز","waystations","POINT (50.29984 31.71801)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Rustaǧird, al-Diz', 'cornu_URI': 'RUSTAJIRD_502E317N_S', 'toponym_arabic': 'رستجرد', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Rustajird, al-Diz', 'toponym_arabic_other': 'رستجرد، الدز', 'toponym_translit': 'Rustaǧird', 'coord_lat': '31.71801', 'toponym_search': 'Rustajird, al-Diz', 'region_code': 'Khuzistan', 'coord_lon': '50.29984', 'region_spelled': 'Ḫūzistān (al-Ahwāz)', 'top_type_hom': 'waystations'}"
"يابسة","يابسة","regions","POINT (1.41141 38.94978)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Yābisaŧ', 'cornu_URI': 'YABISA_014E389N_R', 'toponym_arabic': 'يابسة', 'top_type_orig': 'ile', 'toponym_buckwalter': 'Yabisa', 'toponym_arabic_other': 'يابسة', 'toponym_translit': 'Yābisaŧ', 'coord_lat': '38.94978', 'toponym_search': 'Yabisa', 'region_code': 'Andalus', 'coord_lon': '1.41141', 'region_spelled': 'al-Andalus (Spain)', 'top_type_hom': 'regions'}"
"الحجر","الحجر","capitals","POINT (46.73212 24.64352)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ḥaǧr', 'cornu_URI': 'HAJR_467E246N_S', 'toponym_arabic': 'الحجر', 'top_type_orig': 'capitale', 'toponym_buckwalter': 'al-Hajr', 'toponym_arabic_other': 'الحجر', 'toponym_translit': 'al-Ḥaǧr', 'coord_lat': '24.64352', 'toponym_search': 'al-Hajr', 'region_code': 'Jazirat al-Arab', 'coord_lon': '46.73212', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'capitals'}"
"كوكور","كوكور","villages","POINT (58.8598 32.62196)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Kūkūr', 'cornu_URI': 'KUKUR_588E326N_S', 'toponym_arabic': 'كوكور', 'top_type_orig': 'village', 'toponym_buckwalter': 'Kukur', 'toponym_arabic_other': 'كوكور', 'toponym_translit': 'Kūkūr', 'coord_lat': '32.62196', 'toponym_search': 'Kukur', 'region_code': 'Mafaza', 'coord_lon': '58.85980', 'region_spelled': 'al-Mafāzaŧ', 'top_type_hom': 'villages'}"
"بوستة","بوستة","towns","POINT (49.74164 35.13286)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Būstaŧ', 'cornu_URI': 'BUSTA_497E351N_S', 'toponym_arabic': 'بوستة', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Busta', 'toponym_arabic_other': 'بوستة', 'toponym_translit': 'Būstaŧ', 'coord_lat': '35.13286', 'toponym_search': 'Busta', 'region_code': 'Jibal', 'coord_lon': '49.74164', 'region_spelled': 'al-Jibāl', 'top_type_hom': 'towns'}"
"عنس","عنس","regions","POINT (44.37788 14.43955)","{'coord_certainty': 'certain', 'toponym_translit_other': 'ʿAns', 'cornu_URI': 'ANS_443E144N_R', 'toponym_arabic': 'عنس', 'top_type_orig': 'region', 'toponym_buckwalter': 'Ans', 'toponym_arabic_other': 'عنس', 'toponym_translit': 'ʿAns', 'coord_lat': '14.43955', 'toponym_search': 'Ans', 'region_code': 'Yemen', 'coord_lon': '44.37788', 'region_spelled': 'al-Yaman', 'top_type_hom': 'regions'}"
"مريس","مريس","regions","POINT (30.93987 20.35618)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Marīs', 'cornu_URI': 'MARIS_309E203N_R', 'toponym_arabic': 'مريس', 'top_type_orig': 'region', 'toponym_buckwalter': 'Maris', 'toponym_arabic_other': 'مريس', 'toponym_translit': 'Marīs', 'coord_lat': '20.35618', 'toponym_search': 'Maris', 'region_code': 'Egypt', 'coord_lon': '30.93987', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'regions'}"
"بداة","بداة، بداة","towns","POINT (44.54578 32.25849)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Badāŧ, Budāŧ', 'cornu_URI': 'BADA_445E322N_S', 'toponym_arabic': 'بداة', 'top_type_orig': 'canton', 'toponym_buckwalter': 'Bada, Buda', 'toponym_arabic_other': 'بداة، بداة', 'toponym_translit': 'Badāŧ', 'coord_lat': '32.25849', 'toponym_search': 'Bada, Buda', 'region_code': 'Iraq', 'coord_lon': '44.54578', 'region_spelled': 'al-ʿIrāq', 'top_type_hom': 'towns'}"
"بيت المقدس","بيت المقدس، القدس، ايليا","towns","POINT (35.20345 31.77768)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Bayt al-Maqdis, al-Quds, Īliyā', 'cornu_URI': 'BAYTMAQDIS_352E317N_S', 'toponym_arabic': 'بيت المقدس', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Bayt al-Maqdis, al-Quds, Iliya', 'toponym_arabic_other': 'بيت المقدس، القدس، إيليا', 'toponym_translit': 'Bayt al-Maqdis', 'coord_lat': '31.77768', 'toponym_search': 'Bayt al-Maqdis, al-Quds, Iliya', 'region_code': 'Sham', 'coord_lon': '35.20345', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'towns'}"
"محلة صرد","محلة صرد","villages","POINT (30.8512 30.96963)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Maḥallaŧ Ṣurad', 'cornu_URI': 'MAHALLASURAD_308E309N_S', 'toponym_arabic': 'محلة صرد', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Mahalla Surad', 'toponym_arabic_other': 'محلة صرد', 'toponym_translit': 'Maḥallaŧ Ṣurad', 'coord_lat': '30.96963', 'toponym_search': 'Mahalla Surad', 'region_code': 'Egypt', 'coord_lon': '30.85120', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'villages'}"
