,book_id,text,volume,page,book_title,section_title,subsection_title,corrected_id,part_of_multi_ids,entry_type,text_nt
4386,," عبد الغني تاج الدين ابن الجيعان والد عبد الملك . هو عبد اللطيف بن شاكر
 بن ماجد . 
",4,258," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الغني', 'تاج', 'الدين', 'ابن', 'الجيعان', 'والد', 'عبد', 'الملك', '.', 'هو', 'عبد', 'اللطيف', 'بن', 'شاكر', 'بن', 'ماجد', '.']"
4387,," عبد الغني بن الهيصم . فيمن اسم أبيه إبراهيم .
",4,258," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الغني', 'بن', 'الهيصم', '.', 'فيمن', 'اسم', 'ابيه', 'ابراهيم', '.']"
4406,," عبد القادر بن أحمد بن محمد بن نشوان . مضى فيمن جده محمد بن إبراهيم
",4,263," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'احمد', 'بن', 'محمد', 'بن', 'نشوان', '.', 'مضى', 'فيمن', 'جده', 'محمد', 'بن', 'ابراهيم']"
4417,," عبد القادر بن جبريل . في ابن محمد بن جبريل .
",4,264," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'جبريل', '.', 'في', 'ابن', 'محمد', 'بن', 'جبريل', '.']"
4425,," عبد القادر بن الدهانة . في ابن محمد بن راشد
",4,266," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'الدهانة', '.', 'في', 'ابن', 'محمد', 'بن', 'راشد']"
4429,," عبد القادر بن شعبان الفرضي . في ابن علي بن شعبان .
",4,267," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'شعبان', 'الفرضي', '.', 'في', 'ابن', 'علي', 'بن', 'شعبان', '.']"
4471,," عبد القادر بن أبي الفتح الحجازي . في ابن محمد بن محمد بن محمد بن
 أحمد .
",4,282," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'ابي', 'الفتح', 'الحجازي', '.', 'في', 'ابن', 'محمد', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'احمد', '.']"
4472,," عبد القادر بن أبي الفتح . في ابن محمد بن أحمد بن محمد بن محمد بن عبد
 الرحمن .
",4,282," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'ابي', 'الفتح', '.', 'في', 'ابن', 'محمد', 'بن', 'احمد', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'عبد', 'الرحمن', '.']"
4475,," عبد القادر بن أبي القسم بن محمد بن عبد الله بن عمر بن أبي بكر الناشري
 اليماني يكنى أبا الخير . يأتي في الكنى .
",4,284," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'ابي', 'القسم', 'بن', 'محمد', 'بن', 'عبد', 'الله', 'بن', 'عمر', 'بن', 'ابي', 'بكر', 'الناشري', 'اليماني', 'يكنى', 'ابا', 'الخير', '.', 'ياتي', 'في', 'الكنى', '.']"
4482,," عبد القادر بن محمد بن تميم المقريزي . مضى فيمن جده إبراهيم بن محمد
 بن تميم .
",4,287," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'محمد', 'بن', 'تميم', 'المقريزي', '.', 'مضى', 'فيمن', 'جده', 'ابراهيم', 'بن', 'محمد', 'بن', 'تميم', '.']"
4486,," عبد القادر بن محمد بن راشد . فيمن لم يسم جده .
",4,288," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'محمد', 'بن', 'راشد', '.', 'فيمن', 'لم', 'يسم', 'جده', '.']"
4497,," عبد القادر بن محمد بن علي بن محمود بن المغلي . مضى في ابن علي وأن
 محمدا زيادة .
",4,291," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'محمد', 'بن', 'علي', 'بن', 'محمود', 'بن', 'المغلي', '.', 'مضى', 'في', 'ابن', 'علي', 'وان', 'محمدا', 'زيادة', '.']"
4500,," عبد القادر بن محمد بن عمر بن علي بن غنيم بن علي النبتيتي الآتي جده .
",4,291," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'محمد', 'بن', 'عمر', 'بن', 'علي', 'بن', 'غنيم', 'بن', 'علي', 'النبتيتي', 'الاتي', 'جده', '.']"
4513,," عبد القادر بن البدر محمد بن أبي النجا محمد الطحطوطي الأصل الاسطائي 
 نسبة لبلد من الفيوم ويرف أبوه بالحجازي . معتقد شهير يأتي فيمن لم يسم
 أبوه .
",4,296," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'البدر', 'محمد', 'بن', 'ابي', 'النجا', 'محمد', 'الطحطوطي', 'الاصل', 'الاسطائي', 'نسبة', 'لبلد', 'من', 'الفيوم', 'ويرف', 'ابوه', 'بالحجازي', '.', 'معتقد', 'شهير', 'ياتي', 'فيمن', 'لم', 'يسم', 'ابوه', '.']"
4520,," عبد القادر بن مظفر . في ابن محمد بن أحمد بن علي
",4,298," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'مظفر', '.', 'في', 'ابن', 'محمد', 'بن', 'احمد', 'بن', 'علي']"
4526,," عبد القادر بن الجندي . في ابن محمد بن عمر
",4,299," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'بن', 'الجندي', '.', 'في', 'ابن', 'محمد', 'بن', 'عمر']"
4530,," عبد القادر الصاني ويدعى عبيد وهو به أشهر ، في ابن حسن بن عبيد بن
 محمد .
",4,299," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'الصاني', 'ويدعى', 'عبيد', 'وهو', 'به', 'اشهر', '،', 'في', 'ابن', 'حسن', 'بن', 'عبيد', 'بن', 'محمد', '.']"
4533,," عبد القادر العنبري : اثنان ابن شادي شاعر وابن أبي الفتح محمد بن موسى
 بن إبراهيم .
",4,300," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'العنبري', ':', 'اثنان', 'ابن', 'شادي', 'شاعر', 'وابن', 'ابي', 'الفتح', 'محمد', 'بن', 'موسى', 'بن', 'ابراهيم', '.']"
4538,," عبد القادر النبراوي الحنبلي ، هو ابن علي بن أحمد .
",4,300," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'القادر', 'النبراوي', 'الحنبلي', '،', 'هو', 'ابن', 'علي', 'بن', 'احمد', '.']"
4571,," عبد الكريم بن أبي شاكر بن عبد الله بن غنام كريم الدين القبطي . هكذا
 سماه بعضهم وصوابه عبد الله وسيأتي .
",4,309," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الكريم', 'بن', 'ابي', 'شاكر', 'بن', 'عبد', 'الله', 'بن', 'غنام', 'كريم', 'الدين', 'القبطي', '.', 'هكذا', 'سماه', 'بعضهم', 'وصوابه', 'عبد', 'الله', 'وسياتي', '.']"
4603,," عبد الكريم بن محمد بن محمد بن عبد الله بن محمد بن موسى . مضى في ابن
 محمد بن عبد الله . 
",4,318," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الكريم', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'عبد', 'الله', 'بن', 'محمد', 'بن', 'موسى', '.', 'مضى', 'في', 'ابن', 'محمد', 'بن', 'عبد', 'الله', '.']"
4606,," عبد الكريم بن محمد بن محمد بن موسى بن عيسى بن عبد الله الدميري العطار
  . مضى في ابن محمد بن عبد الله بن محمد بن موسى .
",4,319," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الكريم', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'موسى', 'بن', 'عيسى', 'بن', 'عبد', 'الله', 'الدميري', 'العطار', '.', 'مضى', 'في', 'ابن', 'محمد', 'بن', 'عبد', 'الله', 'بن', 'محمد', 'بن', 'موسى', '.']"
4612,," عبد الكريم بن مكانس الوزير . في ابن عبد الرزاق بن إبراهيم . )
",4,320," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'الكريم', 'بن', 'مكانس', 'الوزير', '.', 'في', 'ابن', 'عبد', 'الرزاق', 'بن', 'ابراهيم', '.']"
4615,," عبد اللطيف الكتبي . في ابن إبراهيم بن أحمد .
",4,320," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'اللطيف', 'الكتبي', '.', 'في', 'ابن', 'ابراهيم', 'بن', 'احمد', '.']"
4624,," عبد اللطيف بن أحمد بن علي . صواب جده عمر كما بعده .
",4,322," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'اللطيف', 'بن', 'احمد', 'بن', 'علي', '.', 'صواب', 'جده', 'عمر', 'كما', 'بعده', '.']"
4634,," عبد اللطيف بن أبي سرور ، في ابن محمد بن عبد الرحمن .
",4,325," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'اللطيف', 'بن', 'ابي', 'سرور', '،', 'في', 'ابن', 'محمد', 'بن', 'عبد', 'الرحمن', '.']"
4651,," عبد اللطيف بن عثمان شيخ الزوار . مضى في أبيه عبد القادر قريبا .
",4,330," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'اللطيف', 'بن', 'عثمان', 'شيخ', 'الزوار', '.', 'مضى', 'في', 'ابيه', 'عبد', 'القادر', 'قريبا', '.']"
4656,," عبد اللطيف بن غانم المقدسي ، في ابن عبد الرحمن بن أحمد بن علي بن
 أحمد بن غانم .
",4,331," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'اللطيف', 'بن', 'غانم', 'المقدسي', '،', 'في', 'ابن', 'عبد', 'الرحمن', 'بن', 'احمد', 'بن', 'علي', 'بن', 'احمد', 'بن', 'غانم', '.']"
4657,," عبد اللطيف بن أبي الفتح ، في ابن محمد بن أحمد بن محمد بن محمد .
",4,331," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'اللطيف', 'بن', 'ابي', 'الفتح', '،', 'في', 'ابن', 'محمد', 'بن', 'احمد', 'بن', 'محمد', 'بن', 'محمد', '.']"
4664,," عبد اللطيف بن محمد بن أحمد . يأتي فيمن جده عبد الله .
",4,333," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'اللطيف', 'بن', 'محمد', 'بن', 'احمد', '.', 'ياتي', 'فيمن', 'جده', 'عبد', 'الله', '.']"
4691,," عبد اللطيف الدنجيهي . في ابن عثمان بن سليمان .
",4,340," حرف العين المهملة 
",,,False,False,alt,"['عبد', 'اللطيف', 'الدنجيهي', '.', 'في', 'ابن', 'عثمان', 'بن', 'سليمان', '.']"
4747,," عبد الله ويقال اسمه يحيى بن إسماعيل بن العباس بن علي بن داود بن يوسف
 بن عمر ابن علي بن رسول الظاهر هزبر الدين بن الأشرف . سيأتي في يحيى .
",5,13," حرف العين المهملة 
"," من اسمه عبد الله 
",,False,False,alt,"['عبد', 'الله', 'ويقال', 'اسمه', 'يحيى', 'بن', 'اسماعيل', 'بن', 'العباس', 'بن', 'علي', 'بن', 'داود', 'بن', 'يوسف', 'بن', 'عمر', 'ابن', 'علي', 'بن', 'رسول', 'الظاهر', 'هزبر', 'الدين', 'بن', 'الاشرف', '.', 'سياتي', 'في', 'يحيى', '.']"
4773,," عبد الله بن سعد الدين بن التاج موسى القبطي . في ابن أبي الفرج بن موسى .
",5,19," حرف العين المهملة 
"," من اسمه عبد الله 
",,False,False,alt,"['عبد', 'الله', 'بن', 'سعد', 'الدين', 'بن', 'التاج', 'موسى', 'القبطي', '.', 'في', 'ابن', 'ابي', 'الفرج', 'بن', 'موسى', '.']"
4774,," عبد الله بن سعد الدين بن البقري . يأتي في تاج الدين .
",5,19," حرف العين المهملة 
"," من اسمه عبد الله 
",,False,False,alt,"['عبد', 'الله', 'بن', 'سعد', 'الدين', 'بن', 'البقري', '.', 'ياتي', 'في', 'تاج', 'الدين', '.']"
4830,," عبد الله بن علي بن أيوب . يأتي فيمن جده يوسف بن علي قريبا .
",5,32," حرف العين المهملة 
"," من اسمه عبد الله 
",,False,False,alt,"['عبد', 'الله', 'بن', 'علي', 'بن', 'ايوب', '.', 'ياتي', 'فيمن', 'جده', 'يوسف', 'بن', 'علي', 'قريبا', '.']"
4893,," عبد الله بن محمد بن أحمد الششتري المدني . مضى قريبا فيمن جده أحمد بن
 عثمان .
",5,46," حرف العين المهملة 
"," من اسمه عبد الله 
",,False,False,alt,"['عبد', 'الله', 'بن', 'محمد', 'بن', 'احمد', 'الششتري', 'المدني', '.', 'مضى', 'قريبا', 'فيمن', 'جده', 'احمد', 'بن', 'عثمان', '.']"
4894,," عبد الله بن محمد بن إسماعيل بن علي بن الحسن التقي القلقشندي المقدسي .
 في أبي بكر من الكنى .
",5,46," حرف العين المهملة 
"," من اسمه عبد الله 
",,False,False,alt,"['عبد', 'الله', 'بن', 'محمد', 'بن', 'اسماعيل', 'بن', 'علي', 'بن', 'الحسن', 'التقي', 'القلقشندي', 'المقدسي', '.', 'في', 'ابي', 'بكر', 'من', 'الكنى', '.']"
4910,," عبد الله بن محمد بن عبد الأحد الحراني . مضى في عبد الأحد .
",5,50," حرف العين المهملة 
"," من اسمه عبد الله 
",,False,False,alt,"['عبد', 'الله', 'بن', 'محمد', 'بن', 'عبد', 'الاحد', 'الحراني', '.', 'مضى', 'في', 'عبد', 'الاحد', '.']"
4921,," عبد الله بن محمد بن عبد الله بن أبي عبد الله . يأتي فيمن جده عبد الله
 بن محمد بن محمد قريبا .
",5,53," حرف العين المهملة 
"," من اسمه عبد الله 
",,False,False,alt,"['عبد', 'الله', 'بن', 'محمد', 'بن', 'عبد', 'الله', 'بن', 'ابي', 'عبد', 'الله', '.', 'ياتي', 'فيمن', 'جده', 'عبد', 'الله', 'بن', 'محمد', 'بن', 'محمد', 'قريبا', '.']"
